text,chapter,gpt_4o_mini,gpt_5.4_mini,deepseek_v4_flash,deepseek_v4_pro,claude_haiku_4_5
"Here’s what happens inside a male’s body when he has an erection: When his penis is not erect, blood trickles in and out of the penis continuously.",12,",Yes.,Yes.,Yes.,No.,Yes.,Yes.,Yes.,Yes.,No.,Yes.,No.,Yes.,Yes.,No.,Yes.,Yes.,No.,No.,No.,Yes.,No.,Yes.,No.,Yes.,No.,Yes.,Yes.,No.,Yes.,No.",",Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,No.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,No.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes.,Yes,Yes.,Yes.",",Yes,yes,Yes,Yes,Yes,Yes,Yes,yes,yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,yes,Yes,yes,Yes,Yes,yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"Each of these long, narrow, ﬂexible, and fairly straight tubes starts at the epididymis and winds all the way to the urethra.",8,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes.,Yes.,Yes.,No.,Yes.,No.,Yes.,No.,No.,No.,No.,Yes,No.,No,Yes.,Yes,No.,No.,Yes,No.,Yes.,No.,No.,Yes.,Yes.,No.,Yes.,Yes,No.,No.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"If she needs to take a prescription drug, she should check with her doctor or nurse to make sure the drug will not hurt the fetus.",20,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes",",Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,yes,Yes,yes,yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"This can happen if you end up on a website by accident, or on purpose, that has material you were not expecting.",25,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes",",yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,yes,Yes,Yes,yes,yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"You may wonder why it’s a good idea to learn some facts about bodies, about growing up, about sex, and about sexual health.",NA,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes",",Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes.",",Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
The two vas deferens are about as ﬂexible as strands of cooked spaghetti.,8,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,yes,yes,yes,yes,yes,yes,Yes,Yes,yes,Yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,Yes,yes,yes,yes,yes,yes,yes,yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
Some brands of the morning-­ after pill can be purchased by a female or male of any age and without a prescription at a local drugstore or online.,23,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",No.,No.,No.,Yes,Yes.,No.,No.,No.,No.,No.,No.,No.,No.,Yes.,No.,No.,No.,Yes.,Yes.,No.,Yes.,No.,No.,Yes.,Yes.,No.,No.,Yes,Yes,No.",",No.,No,No,No,No,No,No,No,No.,Yes,No,No,No,No,No,No,No,No.,No,No,No,No,Yes,No,Yes,No,No,No,No,No",",Yes,yes,no,no,yes,yes,Yes,no,yes,no,Yes,no,yes,yes,No,No,No,No,no,no,yes,yes,no,yes,Yes,No,No,Yes,No,No",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
They view puberty simply as a reg- ular and ordinary part of growing up.,10,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.",",Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
Do you ever really want or crave something?,3,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes.,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes.,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"But some start as early as age nine and others start as late as age ﬁfteen, and that’s perfectly normal.",11,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes.,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes.,Yes.,Yes,Yes,Yes.,Yes.,Yes,Yes",",Yes,Yes,Yes,yes,Yes,Yes,Yes,yes,yes,Yes,Yes,yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
Hepatitis is caused by a virus that infects a person’s liver.,27,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes",",Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,yes,Yes,yes,Yes,yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,yes,Yes,Yes,yes,Yes,Yes,yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
Sex hormones can also affect girls’ and boys’ feelings and moods.,10,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes.",",Yes.,Yes.,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes.,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,yes,yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
They hope that such treatments will either keep the virus quiet so that it will not be able to harm a person or will eliminate the virus from a person’s body entirely.,28,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
Sexual means having something to do with sex .,26,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.,No.",",Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes.,Yes.,Yes,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"Herpes 2, or genital herpes, causes blisterlike sores to form on or near a person’s genitals and anus.",27,",No.,Yes.,No.,No.,Yes.,No.,No.,No.,No.,Yes.,Yes.,No.,Yes.,No.,Yes.,No.,No.,No.,No.,Yes.,Yes.,No.,Yes.,No.,No.,No.,No.,No.,No.,No.",",No.,No.,Yes.,No.,No.,Yes,Yes,No.,No.,No.,No.,No.,No.,Yes.,No.,No.,Yes,No.,No.,No.,Yes,No.,Yes.,Yes.,No.,Yes,No.,Yes.,No.,No.",",Yes,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes",",Yes,yes,Yes,No,No,No,yes,yes,Yes,Yes,yes,Yes,Yes,yes,Yes,yes,Yes,Yes,Yes,Yes,no,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,No",",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No.,No,No,No"
There are many ways to have a baby and create a family.,22,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes",",Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes,Yes.",",Yes,yes,Yes,yes,Yes,yes,yes,yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,yes,Yes,yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
The size of any part of a person’s body is mostly inherited from a person’s family.,15,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes.",",Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.",",yes,yes,Yes,yes,yes,yes,Yes,Yes,Yes,yes,Yes,yes,Yes,yes,Yes,yes,Yes,Yes,yes,Yes,yes,yes,yes,Yes,Yes,yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"At about the same time every month, when an egg is released from one of the ovaries, it is swept by tiny ﬁngerlike projections into one of the Fallopian tubes, where it begins its travels to the uterus.",11,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes.,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes",",Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes.",",Yes,Yes,Yes,yes,Yes,Yes,yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
Among the twenty-three chromosomes in each egg cell and each sperm cell is one sex chromosome.,18,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",Yes,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes.,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes.,Yes",",Yes,yes,yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,yes,yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
"Starting a pregnancy this way, by placing sperm from a male into a female’s vagina or uterus, is called artificial insem- ination — even though there is nothing artificial about the egg and sperm or the uniting of the egg and sperm.",22,",Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,No.,No.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.,Yes.",",No.,No.,No.,No.,No.,Yes,No.,No.,No.,No.,Yes.,No.,No.,No.,No.,No.,Yes,No.,No.,No.,Yes,No.,No.,No.,No.,No.,No.,No.,No.,No.",",Yes.,Yes.,Yes,Yes,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes,Yes,Yes.,Yes.,Yes.,Yes.,Yes,Yes.,Yes,Yes.,Yes,Yes,Yes.,Yes,Yes,Yes,Yes.",",Yes,Yes,yes,yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Yes,yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes",",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes"
